difference triples
(57, 55, 112)
(48, 71, 119)
(30, 106, 136)
(16, 33, 49)
(109, 15, 124)
(18, 72, 90)
(32, 98, 130)
(99, 23, 122)
(76, 56, 132)
(103, 12, 115)
(66, 68, 134)
(13, 118, 131)
(46, 37, 83)
(10, 7, 17)
(40, 70, 110)
(87, 42, 129)
(9, 54, 63)
(92, 22, 114)
(58, 27, 85)
(4, 89, 93)
(102, 25, 127)
(100, 11, 111)
(6, 91, 97)
(2, 84, 86)
(69, 59, 128)
(21, 44, 65)
(29, 50, 79)
(51, 75, 126)
(101, 34, 135)
(113, 8, 121)
(47, 5, 52)
(39, 94, 133)
(24, 96, 120)
(20, 53, 73)
(116, 1, 117)
(81, 14, 95)
(43, 82, 125)
(74, 31, 105)
(77, 60, 137)
(78, 26, 104)
(45, 62, 107)
(67, 41, 108)
(36, 28, 64)
(19, 61, 80)
