difference triples
(87, 30, 117)
(40, 25, 65)
(13, 97, 110)
(1, 83, 84)
(32, 67, 99)
(14, 86, 100)
(105, 16, 121)
(8, 66, 74)
(75, 15, 90)
(2, 120, 122)
(64, 9, 73)
(34, 98, 132)
(18, 91, 109)
(19, 106, 125)
(54, 50, 104)
(55, 58, 113)
(45, 79, 124)
(12, 49, 61)
(82, 26, 108)
(80, 47, 127)
(17, 11, 28)
(63, 44, 107)
(102, 21, 123)
(6, 89, 95)
(24, 52, 76)
(59, 29, 88)
(35, 42, 77)
(85, 27, 112)
(111, 4, 115)
(33, 48, 81)
(57, 46, 103)
(43, 71, 114)
(22, 72, 94)
(56, 37, 93)
(20, 96, 116)
(53, 39, 92)
(126, 3, 129)
(51, 68, 119)
(118, 10, 128)
(23, 78, 101)
(60, 70, 130)
(31, 7, 38)
(5, 36, 41)
(62, 69, 131)
